Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Riley Ridley (13425140),Riley Ridley,13425140,WR/FLEX,3000,MIN@CHI 09/29/2019 04:25PM ET,CHI,1.1
WR,Laquon Treadwell (13425242),Laquon Treadwell,13425242,WR/FLEX,3000,MIN@CHI 09/29/2019 04:25PM ET,MIN,2.9
WR,Olabisi Johnson (13425244),Olabisi Johnson,13425244,WR/FLEX,3000,MIN@CHI 09/29/2019 04:25PM ET,MIN,0.1
WR,River Cracraft (13425148),River Cracraft,13425148,WR/FLEX,3000,JAX@DEN 09/29/2019 04:25PM ET,DEN,0.1
TE,James O'Shaughnessy (13425292),James O'Shaughnessy,13425292,TE/FLEX,3000,JAX@DEN 09/29/2019 04:25PM ET,JAX,6.1
DST,Falcons  (13425437),Falcons,13425437,DST,2900,TEN@ATL 09/29/2019 01:00PM ET,ATL,8.2
TE,Nick Boyle (13425300),Nick Boyle,13425300,TE/FLEX,2900,CLE@BAL 09/29/2019 01:00PM ET,BAL,3.9
TE,Dawson Knox (13425296),Dawson Knox,13425296,TE/FLEX,2900,NE@BUF 09/29/2019 01:00PM ET,BUF,4
TE,Ben Braunecker (13425294),Ben Braunecker,13425294,TE/FLEX,2900,MIN@CHI 09/29/2019 04:25PM ET,CHI,0.9
TE,Irv Smith Jr. (13425302),Irv Smith Jr.,13425302,TE/FLEX,2900,MIN@CHI 09/29/2019 04:25PM ET,MIN,3.8
TE,Geoff Swaim (13425298),Geoff Swaim,13425298,TE/FLEX,2900,JAX@DEN 09/29/2019 04:25PM ET,JAX,4.4
DST,Broncos  (13425436),Broncos,13425436,DST,2900,JAX@DEN 09/29/2019 04:25PM ET,DEN,8.1
TE,Jonnu Smith (13425308),Jonnu Smith,13425308,TE/FLEX,2800,TEN@ATL 09/29/2019 01:00PM ET,TEN,2.7
TE,Darren Fells (13425310),Darren Fells,13425310,TE/FLEX,2800,CAR@HOU 09/29/2019 01:00PM ET,HOU,4.3
DST,Redskins  (13425438),Redskins,13425438,DST,2800,WAS@NYG 09/29/2019 01:00PM ET,WAS,7.4
TE,Cameron Brate (13425306),Cameron Brate,13425306,TE/FLEX,2800,TB@LAR 09/29/2019 04:05PM ET,TB,4.5
TE,Matt LaCosse (13425314),Matt LaCosse,13425314,TE/FLEX,2700,NE@BUF 09/29/2019 01:00PM ET,NE,3.6
DST,Raiders  (13425439),Raiders,13425439,DST,2700,OAK@IND 09/29/2019 01:00PM ET,OAK,6.1
TE,Nick Vannett (13425316),Nick Vannett,13425316,TE/FLEX,2700,SEA@ARI 09/29/2019 04:05PM ET,SEA,4.5
DST,Titans  (13425440),Titans,13425440,DST,2600,TEN@ATL 09/29/2019 01:00PM ET,TEN,5.9
DST,Bills  (13425441),Bills,13425441,DST,2600,NE@BUF 09/29/2019 01:00PM ET,BUF,4.8
TE,Jesse James (13425340),Jesse James,13425340,TE/FLEX,2600,KC@DET 09/29/2019 01:00PM ET,DET,4
TE,Ian Thomas (13425342),Ian Thomas,13425342,TE/FLEX,2600,CAR@HOU 09/29/2019 01:00PM ET,CAR,0.8
TE,Virgil Green (13425328),Virgil Green,13425328,TE/FLEX,2600,LAC@MIA 09/29/2019 01:00PM ET,LAC,3.1
TE,Lance Kendricks (13425330),Lance Kendricks,13425330,TE/FLEX,2600,LAC@MIA 09/29/2019 01:00PM ET,LAC,2.2
TE,Mike Gesicki (13425332),Mike Gesicki,13425332,TE/FLEX,2600,LAC@MIA 09/29/2019 01:00PM ET,MIA,5.6
TE,Durham Smythe (13425334),Durham Smythe,13425334,TE/FLEX,2600,LAC@MIA 09/29/2019 01:00PM ET,MIA,0.5
TE,Rhett Ellison (13425336),Rhett Ellison,13425336,TE/FLEX,2600,WAS@NYG 09/29/2019 01:00PM ET,NYG,1.7
TE,Charles Clay (13425324),Charles Clay,13425324,TE/FLEX,2600,SEA@ARI 09/29/2019 04:05PM ET,ARI,1.9
TE,Noah Fant (13425320),Noah Fant,13425320,TE/FLEX,2600,JAX@DEN 09/29/2019 04:25PM ET,DEN,6.5
TE,Jeff Heuerman (13425322),Jeff Heuerman,13425322,TE/FLEX,2600,JAX@DEN 09/29/2019 04:25PM ET,DEN,4.4
TE,Luke Stocker (13425384),Luke Stocker,13425384,TE/FLEX,2500,TEN@ATL 09/29/2019 01:00PM ET,ATL,2.3
TE,Anthony Firkser (13425418),Anthony Firkser,13425418,TE/FLEX,2500,TEN@ATL 09/29/2019 01:00PM ET,TEN,0.5
TE,Demetrius Harris (13425358),Demetrius Harris,13425358,TE/FLEX,2500,CLE@BAL 09/29/2019 01:00PM ET,CLE,3.6
TE,Pharaoh Brown (13425360),Pharaoh Brown,13425360,TE/FLEX,2500,CLE@BAL 09/29/2019 01:00PM ET,CLE,0.5
DST,Browns  (13425442),Browns,13425442,DST,2500,CLE@BAL 09/29/2019 01:00PM ET,CLE,6.6
TE,Lee Smith (13425350),Lee Smith,13425350,TE/FLEX,2500,NE@BUF 09/29/2019 01:00PM ET,BUF,0.6
TE,Tommy Sweeney (13425352),Tommy Sweeney,13425352,TE/FLEX,2500,NE@BUF 09/29/2019 01:00PM ET,BUF,2.3
TE,Ryan Izzo (13425400),Ryan Izzo,13425400,TE/FLEX,2500,NE@BUF 09/29/2019 01:00PM ET,NE,0.9
TE,Blake Bell (13425374),Blake Bell,13425374,TE/FLEX,2500,KC@DET 09/29/2019 01:00PM ET,KC,0.9
TE,Logan Thomas (13425396),Logan Thomas,13425396,TE/FLEX,2500,KC@DET 09/29/2019 01:00PM ET,DET,0.6
TE,Chris Manhertz (13425398),Chris Manhertz,13425398,TE/FLEX,2500,CAR@HOU 09/29/2019 01:00PM ET,CAR,0.2
TE,Mo Alie-Cox (13425378),Mo Alie-Cox,13425378,TE/FLEX,2500,OAK@IND 09/29/2019 01:00PM ET,IND,1.7
TE,Foster Moreau (13425402),Foster Moreau,13425402,TE/FLEX,2500,OAK@IND 09/29/2019 01:00PM ET,OAK,2.3
TE,Derek Carrier (13425404),Derek Carrier,13425404,TE/FLEX,2500,OAK@IND 09/29/2019 01:00PM ET,OAK,1.1
TE,Sean Culkin (13425370),Sean Culkin,13425370,TE/FLEX,2500,LAC@MIA 09/29/2019 01:00PM ET,LAC,1.3
TE,Nick O'Leary (13425382),Nick O'Leary,13425382,TE/FLEX,2500,LAC@MIA 09/29/2019 01:00PM ET,MIA,1.1
TE,Jeremy Sprinkle (13425408),Jeremy Sprinkle,13425408,TE/FLEX,2500,WAS@NYG 09/29/2019 01:00PM ET,WAS,2.6
TE,Maxx Williams (13425368),Maxx Williams,13425368,TE/FLEX,2500,SEA@ARI 09/29/2019 04:05PM ET,ARI,1.3
TE,Johnny Mundt (13425406),Johnny Mundt,13425406,TE/FLEX,2500,TB@LAR 09/29/2019 04:05PM ET,LAR,2.6
DST,Cardinals  (13425444),Cardinals,13425444,DST,2400,SEA@ARI 09/29/2019 04:05PM ET,ARI,6.1
DST,Panthers  (13425443),Panthers,13425443,DST,2300,CAR@HOU 09/29/2019 01:00PM ET,CAR,7.8
DST,Lions  (13425445),Lions,13425445,DST,2200,KC@DET 09/29/2019 01:00PM ET,DET,5.1
DST,Buccaneers  (13425446),Buccaneers,13425446,DST,2100,TB@LAR 09/29/2019 04:05PM ET,TB,4.9
DST,Dolphins  (13425447),Dolphins,13425447,DST,2000,LAC@MIA 09/29/2019 01:00PM ET,MIA,4.4
