Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Dontrelle Inman (13304783),Dontrelle Inman,13304783,WR/FLEX,3000,LAC@DET 09/15/2019 01:00PM ET,LAC,2.8
TE,T.J. Hockenson (13304845),T.J. Hockenson,13304845,TE/FLEX,3000,LAC@DET 09/15/2019 01:00PM ET,DET,12.4
RB,Dexter Williams (13304427),Dexter Williams,13304427,RB/FLEX,3000,MIN@GB 09/15/2019 01:00PM ET,GB,0.3
RB,Ameer Abdullah (13304455),Ameer Abdullah,13304455,RB/FLEX,3000,MIN@GB 09/15/2019 01:00PM ET,MIN,0.1
WR,Trevor Davis (13304727),Trevor Davis,13304727,WR/FLEX,3000,MIN@GB 09/15/2019 01:00PM ET,GB,1.8
WR,Olabisi Johnson (13304753),Olabisi Johnson,13304753,WR/FLEX,3000,MIN@GB 09/15/2019 01:00PM ET,MIN,0.1
RB,Mark Walton (13304447),Mark Walton,13304447,RB/FLEX,3000,NE@MIA 09/15/2019 01:00PM ET,MIA,1
RB,James Develin (13304463),James Develin,13304463,RB/FLEX,3000,NE@MIA 09/15/2019 01:00PM ET,NE,0.3
WR,Isaiah McKenzie (13304705),Isaiah McKenzie,13304705,WR/FLEX,3000,BUF@NYG 09/15/2019 01:00PM ET,BUF,0.3
WR,Russell Shepard (13304767),Russell Shepard,13304767,WR/FLEX,3000,BUF@NYG 09/15/2019 01:00PM ET,NYG,2.7
WR,Darius Slayton (13304769),Darius Slayton,13304769,WR/FLEX,3000,BUF@NYG 09/15/2019 01:00PM ET,NYG,0.1
RB,C.J. Prosise (13304481),C.J. Prosise,13304481,RB/FLEX,3000,SEA@PIT 09/15/2019 01:00PM ET,SEA,0.9
WR,Diontae Johnson (13304777),Diontae Johnson,13304777,WR/FLEX,3000,SEA@PIT 09/15/2019 01:00PM ET,PIT,2.6
RB,Jordan Wilkins (13304435),Jordan Wilkins,13304435,RB/FLEX,3000,IND@TEN 09/15/2019 01:00PM ET,IND,0.2
WR,Darius Jennings (13304733),Darius Jennings,13304733,WR/FLEX,3000,IND@TEN 09/15/2019 01:00PM ET,TEN,0.4
WR,Zach Pascal (13304735),Zach Pascal,13304735,WR/FLEX,3000,IND@TEN 09/15/2019 01:00PM ET,IND,0.1
WR,Deon Cain (13304737),Deon Cain,13304737,WR/FLEX,3000,IND@TEN 09/15/2019 01:00PM ET,IND,7.5
WR,Tavon Austin (13304713),Tavon Austin,13304713,WR/FLEX,3000,DAL@WAS 09/15/2019 01:00PM ET,DAL,1.6
WR,Kelvin Harmon (13304797),Kelvin Harmon,13304797,WR/FLEX,3000,DAL@WAS 09/15/2019 01:00PM ET,WAS,2.9
RB,DeAndre Washington (13304443),DeAndre Washington,13304443,RB/FLEX,3000,KC@OAK 09/15/2019 04:05PM ET,OAK,2.7
WR,Dwayne Harris (13304741),Dwayne Harris,13304741,WR/FLEX,3000,KC@OAK 09/15/2019 04:05PM ET,OAK,2.2
RB,Devontae Booker (13304417),Devontae Booker,13304417,RB/FLEX,3000,CHI@DEN 09/15/2019 04:25PM ET,DEN,0.5
TE,Noah Fant (13304843),Noah Fant,13304843,TE/FLEX,3000,CHI@DEN 09/15/2019 04:25PM ET,DEN,6.6
WR,JoJo Natson (13304745),JoJo Natson,13304745,WR/FLEX,3000,NO@LAR 09/15/2019 04:25PM ET,LAR,0.2
TE,Hayden Hurst (13304855),Hayden Hurst,13304855,TE/FLEX,2900,ARI@BAL 09/15/2019 01:00PM ET,BAL,5.1
TE,Tyler Eifert (13304849),Tyler Eifert,13304849,TE/FLEX,2900,SF@CIN 09/15/2019 01:00PM ET,CIN,8.1
TE,Blake Jarwin (13304851),Blake Jarwin,13304851,TE/FLEX,2900,DAL@WAS 09/15/2019 01:00PM ET,DAL,4.6
TE,Tyler Higbee (13304853),Tyler Higbee,13304853,TE/FLEX,2900,NO@LAR 09/15/2019 04:25PM ET,LAR,4.5
TE,C.J. Uzomah (13304861),C.J. Uzomah,13304861,TE/FLEX,2800,SF@CIN 09/15/2019 01:00PM ET,CIN,3.9
TE,Will Dissly (13304859),Will Dissly,13304859,TE/FLEX,2800,SEA@PIT 09/15/2019 01:00PM ET,SEA,6.5
TE,Jeff Heuerman (13304857),Jeff Heuerman,13304857,TE/FLEX,2800,CHI@DEN 09/15/2019 04:25PM ET,DEN,2.9
TE,Charles Clay (13304877),Charles Clay,13304877,TE/FLEX,2700,ARI@BAL 09/15/2019 01:00PM ET,ARI,1.6
TE,Virgil Green (13304879),Virgil Green,13304879,TE/FLEX,2700,LAC@DET 09/15/2019 01:00PM ET,LAC,4.3
TE,Irv Smith Jr. (13304871),Irv Smith Jr.,13304871,TE/FLEX,2700,MIN@GB 09/15/2019 01:00PM ET,MIN,2.2
TE,Jordan Akins (13304865),Jordan Akins,13304865,TE/FLEX,2700,JAX@HOU 09/15/2019 01:00PM ET,HOU,3.1
TE,Geoff Swaim (13304881),Geoff Swaim,13304881,TE/FLEX,2700,JAX@HOU 09/15/2019 01:00PM ET,JAX,4.3
TE,Mike Gesicki (13304869),Mike Gesicki,13304869,TE/FLEX,2700,NE@MIA 09/15/2019 01:00PM ET,MIA,7.8
TE,Lance Kendricks (13304873),Lance Kendricks,13304873,TE/FLEX,2700,NE@MIA 09/15/2019 01:00PM ET,NE,3.5
TE,Gerald Everett (13304867),Gerald Everett,13304867,TE/FLEX,2700,NO@LAR 09/15/2019 04:25PM ET,LAR,6
TE,Nick Boyle (13304893),Nick Boyle,13304893,TE/FLEX,2600,ARI@BAL 09/15/2019 01:00PM ET,BAL,2.3
TE,Jesse James (13304885),Jesse James,13304885,TE/FLEX,2600,LAC@DET 09/15/2019 01:00PM ET,DET,2.1
TE,James O'Shaughnessy (13304891),James O'Shaughnessy,13304891,TE/FLEX,2600,JAX@HOU 09/15/2019 01:00PM ET,JAX,5.2
TE,Tommy Sweeney (13304883),Tommy Sweeney,13304883,TE/FLEX,2600,BUF@NYG 09/15/2019 01:00PM ET,BUF,2.1
TE,Nick Vannett (13304889),Nick Vannett,13304889,TE/FLEX,2600,SEA@PIT 09/15/2019 01:00PM ET,SEA,4.3
TE,Jonnu Smith (13304887),Jonnu Smith,13304887,TE/FLEX,2600,IND@TEN 09/15/2019 01:00PM ET,TEN,2.7
TE,Maxx Williams (13304969),Maxx Williams,13304969,TE/FLEX,2500,ARI@BAL 09/15/2019 01:00PM ET,ARI,1.4
TE,Logan Thomas (13304923),Logan Thomas,13304923,TE/FLEX,2500,LAC@DET 09/15/2019 01:00PM ET,DET,0.6
TE,Sean Culkin (13304977),Sean Culkin,13304977,TE/FLEX,2500,LAC@DET 09/15/2019 01:00PM ET,LAC,1.4
TE,Marcedes Lewis (13304925),Marcedes Lewis,13304925,TE/FLEX,2500,MIN@GB 09/15/2019 01:00PM ET,GB,2.3
TE,Robert Tonyan (13304927),Robert Tonyan,13304927,TE/FLEX,2500,MIN@GB 09/15/2019 01:00PM ET,GB,1.5
TE,Darren Fells (13304899),Darren Fells,13304899,TE/FLEX,2500,JAX@HOU 09/15/2019 01:00PM ET,HOU,2.1
TE,Nick O'Leary (13304953),Nick O'Leary,13304953,TE/FLEX,2500,NE@MIA 09/15/2019 01:00PM ET,MIA,0.6
TE,Dawson Knox (13304895),Dawson Knox,13304895,TE/FLEX,2500,BUF@NYG 09/15/2019 01:00PM ET,BUF,3.4
TE,Rhett Ellison (13304963),Rhett Ellison,13304963,TE/FLEX,2500,BUF@NYG 09/15/2019 01:00PM ET,NYG,2.2
TE,Xavier Grimble (13304973),Xavier Grimble,13304973,TE/FLEX,2500,SEA@PIT 09/15/2019 01:00PM ET,PIT,0.6
TE,Anthony Firkser (13304931),Anthony Firkser,13304931,TE/FLEX,2500,IND@TEN 09/15/2019 01:00PM ET,TEN,0.5
TE,Mo Alie-Cox (13304935),Mo Alie-Cox,13304935,TE/FLEX,2500,IND@TEN 09/15/2019 01:00PM ET,IND,1.3
TE,Blake Bell (13304941),Blake Bell,13304941,TE/FLEX,2500,KC@OAK 09/15/2019 04:05PM ET,KC,2
TE,Foster Moreau (13304945),Foster Moreau,13304945,TE/FLEX,2500,KC@OAK 09/15/2019 04:05PM ET,OAK,2.3
TE,Josh Hill (13304961),Josh Hill,13304961,TE/FLEX,2500,NO@LAR 09/15/2019 04:25PM ET,NO,1.7
DST,Jaguars  (13305018),Jaguars ,13305018,DST,2400,JAX@HOU 09/15/2019 01:00PM ET,JAX,6
DST,Steelers  (13305017),Steelers ,13305017,DST,2400,SEA@PIT 09/15/2019 01:00PM ET,PIT,7
DST,Redskins  (13305019),Redskins ,13305019,DST,2300,DAL@WAS 09/15/2019 01:00PM ET,WAS,3
DST,Cardinals  (13305020),Cardinals ,13305020,DST,2200,ARI@BAL 09/15/2019 01:00PM ET,ARI,2
DST,Dolphins  (13305021),Dolphins ,13305021,DST,2100,NE@MIA 09/15/2019 01:00PM ET,MIA,0
DST,Raiders  (13305022),Raiders ,13305022,DST,2000,KC@OAK 09/15/2019 04:05PM ET,OAK,6
